Review	Score
when we see him hitting baseballs at a batting range and then beating up someone who makes fun of him , we're into a typical macho hollywood response mode to such problems , and it becomes apparent that this character will remain underdeveloped .the film setups an engaging story but didn't take it anywhere special , as it was a let down after such a fast start and such a promising look at a youngster needing guidance and getting it from such an unlikely source as gregg .you can rest assured , that this offbeat teenager comedy/drama , returns safely back to its genre's teen movie fold by the film's end , and that is its main fault .	1
the intense acting and the quirky dialogue , plus the numerous plot twists and the penetrating character study enable the film to be entertaining in a nuanced way .it is also interesting to note that the film pays homage to great mystery writers such as graham greene , ernest hemingway , and malcolm lowry .it is believable that he ran away from regular life--that he just wanted to test himself , which is the gloomy beauty of the story , giving it its kafkaesque feel .	1
when we see him hitting baseballs at a batting range and then beating up someone who makes fun of him , we're into a typical macho hollywood response mode to such problems , and it becomes apparent that this character will remain underdeveloped .the film setups an engaging story but didn't take it anywhere special , as it was a let down after such a fast start and such a promising look at a youngster needing guidance and getting it from such an unlikely source as gregg .you can rest assured , that this offbeat teenager comedy/drama , returns safely back to its genre's teen movie fold by the film's end , and that is its main fault .	1
what saves the lesson from being a reduntant one , is the superb performance of the ensemble cast , all acting in harmony with one another .it evoked a sense of what rural louisiana was like back in the 1940s for african-americans , and it set the mood for what was to come about in the 1950s and 1960s , as segregation couldn't be justified anymore by a democratic country .what the film lacked was a tension in the story , everything seemed too dry and predictable , except for the theme , which was right on the money .	1
the director is ultimately asking the viewer to be the judge , as he seems too preoccupied with painting his canvas with a love that gets stuck somewhere between a lustful sexual romp and one of pathos .what results in an incomplete ending for a film that can't stand clarity except in its photography and its affection for the three flawed main characters ( alice , martin , and benjamin ) .the actors were all sweating their lines to make it seem as if they had to dig deep to come up with a gem here and there , but their performances were all finely tuned and seemed to add to the film's need to have confusion be its guiding light .	1
a very entertaining kitsch film , with great costumes , a fine sense of adventure , and an ample sprinkling of comedy .the sets are lavish and fun to look at ; the bouncy acting fits the playfulness of the fantasy story .the mix-ups are devilishly funny , and how the film gets resolved is fun to watch , as there are magic tricks that are performed and songs that are so bad that they are good , and a host of cast members come in and out of the film so seamlessly , adding their stamp of delightful bemusement to a very diverting film , which seems to be effortlessly done .	1
but there are scenes that are fresh and invigorating , filled with a deadly explosiveness , but somehow the film fails to put it all together to get at what it is trying to unearth from all the gunplay .armed with a highly polished script , lots of arty gunfights , and a convoluted , labyrinth story line , more interested in double-crosses and twists in the plot than human feelings , the film turned off on too many dead-ends to fulfill its potential .a film that has future cult popularity written all over its ambivalent signature , as the violence had an unsettling nature to it that will probably grow on art-house viewers of thrillers who will catch it on video .	1
the set is bristling with problems and tension .while the topical story is about the business and cynicism involved in making a picture , and the vanity of those in the field , its deeper concern is with understanding the personal nature of failure , insecurity , and disappointment .the film borders on soap opera but manages to get beyond it because of the intelligent discretion of minnelli in his directing and the fine acting from the two male leads , with robinson's performance being nothing short of brilliant , enough to lift this film on his shoulders alone to a loftier dimension .	1
their love affair which emerges unexpectantly , is unsettling to both of them , but real feelings develop on both sides , to the surprise of each , and how they resolve it , is what gives this film its bit of magic .these scenes were too predictable and offered no real insight into that underground world of prostitution , leaving many dry spells in the thin story line .jane fonda did get into the head of an intelligent call-girl who is searching for answers to her life , enough so she won a best actress oscar for her performance , though i thought she was at times shrill and played the role with too much of a calculated effort .	1
this film is a tale of adventure , romance , and intrigue , with a good deal of tongue-in-cheek comedy thrown in to help the predictable story out .this , his penultimate film , is a good example of how his mannered acting and striking latin looks , made him a ladies favorite .it is a large-scale picture , giving him a chance to do both action and romantic scenes , the kind of serious acting he wasn't asked to do in his previous films .	1
it's mired in the lightweight class , working as an effective film mostly because it has a sense of humor and travolta is convincing as the unlikely hero fighting against political corruption .the running gag is that he needs a perfect scream for his current film , a psycho-like one , with a shower slashing scene , and the actresses auditioned can't give a realistic one .de palma has moved solidly into mundane territory , jettisoning ideas in favor of high-tech shots and thrilling action scenes . "	1
the moody atmospheric film moves at a snail's pace , giving me the impression that it is about to say something important , but everything turns out to lead forlornly down a dead-end .the film goes out of its way to show how alienated and isolated the main characters are : mavi and niccolo are driving in a fog that is so thick one can't see anything , as they get lost for awhile while walking on the highway ; there are countless shots of doors opening and closing and of serious people talking to each other but not communicating .the nugget i found , is that the director is suggesting that in this " age of alienation , " it is more fun and realistic to make a childlike fantasy film than an idealized love story .	1
she is also seen in a bold light offering her impulsive opinions about anything , which sometimes are so blunt that they hit the mark , whereas a more educated person might not have been able to say what she did in such an offhand manner and gotten away with it .this film closely resembles what a free-spirited college student could do on a videocam , though here every scene looks beautifully shot and all the improvisationals have an air of professionalism about them .the film is loose and brash , filled with youthful exuberance and energy ; it constantly introduces peripheral characters , such as neighbors , relatives , and casual acquaintances , into the story , who add a cartoonish flavor to it .	1
this film is a captivating love it or hate it musical melodrama , one that should divide its audience to either pole , that unfairly pulls cards out of its sleeve to make sure its case against the death penalty can't lose .the story's heroine is played by icelandic pop singer-composer bjork , who won the best actress prize at the recent cannes film festival , with childlike simplicity and unbelievable dumbness on her part , allowing her character to lack depth .billy wilder in his " double indemnity " didn't have to use the electric chair to get across his point about how the justice system operates , neither was it used by tay garnett in his superior 1946 " the postman always rings twice . "	1
there is some additional hokum about the new person becoming a cannibal , if his brain does not heal properly after the operation .this theme is what sustains the b- film with a deeper meaning to the frankenstein myth and keeps him from being a one-dimensional villain .yet it was entertaining and the cast did a good job , all things considered .	1
stone keeps the terse story tense despite the almost certain proof the murder suspect is indeed the guilty one , but he leaves open that it is not absolutely certain until the climactic scene .this is a well-acted thriller and it is directed with some nice touches , as when cotten is romancing her on the deck and a door opens to a burst of laughter from some ship party goers .at that point the air went out of cotten , as he thought maybe it wasn't murder , but the druggist made an honest mistake , after all these kind of accidents happen all the time .	1
he is burdened with an unbelievable melodramatic story and the dullish performance of his femme fatale co-star , faith domergue , as the alluring margo lannington , two obstacles that are difficult to overcome .it was beautifully photographed by nick musuraca in the dark b&w style of noir and so ably directed by john farrow , who successfully caught the nightmarish visions of the tale .claude rains as always is magnificent , in a small part but one where his every gesture seems to be constrained in a maniacal rage ready to burst open .	1
this tearjerker melodrama proved to be a big hit commercially for the popular silent star mary pickford .though , by having pickford , " america's sweetheart , " commit a murder , its ethics and reasons for doing so can certainly be questioned , though the happy ending satisfied the public .though the film was as heavy as goo , it was not without some passing interest for mainly historical reasons .	1
a rehashed formula action/sci-fi film about the near future that looks old hat and plays like low-brow entertainment even as it advances the sophisticated problems cloning might eventually hold .he's the most interesting one in the film , so it behooves me that he has a truncated part , which fails to give him the depth needed to draw out his character and go further than the drab figure he is portrayed as , being a good scientist used by an evil businessman . "the joke being , that you don't have to die , the corporation can clone you in no time at all ( hardly believable ) , if they have your genetic code , and the cost is a only mere one and a half million bucks .	1
but lugosi couldn't pull it off being a surgeon and ends up in a minor part as the gangster marnay .the gangster red cannon sustains paralysing spinal injuries and is taken to the same hospital as kingsley . "the results are a mixed bag , but there's enough entertainment to be gotten from this b-film , to make it a satisfying watch .	1
an above-par courtroom drama , set in los angeles , elevated by director/screenwriter clifford odets' sharp script .it was also elevated by an outstanding cast , with special kudos to rita hayworth's warm portrayal of a woman in an abusive marriage and by sanford meisner's forceful and expressive performance as the cross-examing prosecutor .the story itself wasn't too interesting , but the performances were energetic and the film had a good courtroom style , enough to make this chatty film well worth seeing .	1
the heart of the film and indeed what keeps it lively , is watching carrey go through his repertoire in a flawless comic manner .milos forman's uneven film is missing the true craziness of kaufman in the entirety of the story .kaufman seemed to always be searching for something , whether in studying transcendental meditation , looking for a psychic cure for cancer in the philippines , or a way to push the limits of comedy to a further degree , and what we see in the film , is that he never quite found what he was looking for , in a career that was far too short for a man of his energies and stated talents .	1
a quintessential noir film , more entertaining and atmospheric than essential viewing , featuring a hard-boiled story , average though it may be , which goes beyond the main character getting killed in the first reel to spend the rest of the film examining why he lost interest in living anymore .and swede , while lying in bed in a darkened room replies , " i did something wrong .the film is more or less a pessimistic reaction to the post-war period and of the greed and lust that blinded those who typify the kind of characters who dwell in the noir world , a place where corruption is the norm .	1
a depiction of hell , resulting in a messy , sweeping political picture set in 1995 , where all the action takes place on a 12 degree winter night in belgrade , showing a breakdown in 'law and order . 'it was brutal to watch , more intense and more in your face than more recent films on serbia , one that had no subtlety or artistic edge , as the gruesome little scenes ran together in a heavy-handed manner and no voice of reason emerged , or no one to sympathize could be found , except for the all too obvious loss of overall humanity that was pictured .probably the most violent sketch , in a film that was a total gross-out ( and i couldn't argue if you chose another scene as more sadistic ) , is the one between two longtime friends sparring at a gym .	1
the film's theme , a recurring one in filmmaker cronenberg's repertoire -- of an unhappy body in a palace revolt -- suggests in no uncertain terms that dreams can kill .instead it relies on the intense performance of oliver reed , as the so-called genius experimenter who lost track of right and wrong , to pull you into the politics of what the film is saying about ethical medicine and the implications it has for the patients and society .while throwing out a lot of nauseating sights and many themes , the film failed to hold together to make this a solid effort , but if viewed for its parts rather than its sum , it had some very strong scenes of relating one's body problems to the constraints of the mind .	1
for those who love the following in their horror tales : schlock , an old-fashioned grand guignol story , and a hammy performance from its star , it should be noted that this film has all that .you the film was atmospheric -- plenty of cobwebs , dark corners , and ghoulish creatures around to add to the eerie tale .this turns out to be a minor film from roger corman's oeuvre , not up to his other more daringly told horror tales .	1
this indie film is set in chicago , comparing the protagonist's working-class background in the produce market with the high culture of the opera world he rejected .not her managers have a divided opinion about giving george a shot at singing something spontaneously in her show , but she sides with giving him a chance , as she aims to make opera more accessible to the public and not to be only for the purists .nevertheless , i loved the atmosphere the film created -- of mixing the stock workingman types with the stock opera types , and with george cutting a nifty path to his destiny between his two chosen fields of endeavor .	1
he has some fun with this theme , taking on the subject matter with mock seriousness , showing a series of attacks caused by marilyn .these scenes are mostly played for shock value , but have a certain sophisticated humor about them and relate a concern about medical procedures , alerting us to the fact that doctors have the power to do just about anything to their patients .one of film's main faults , is that it offered no characters that we could care about , but it instead developed an offbeat story that had some kind of political message hidden in its humor .	1
party ( director/writer : manoel de oliveira ; screenwriter : agustina bessa-luis ; cinematographer : renato berta ; editor : valerie loiseleux ; cast : michel piccoli ( michel ) , irene papas ( irene ) , leonor silveira ( leonor ) , rogerio samora ( rogerio ) ; runtime : 95 ; gemini films / madragoa filmes ; 1996-portugal / france ) the couple are shown to be avid collectors who like to pretend they care about culture but really have these objects only to impress others .it was just too chatty and the characters always seemed to be symbols , too unapproachable to be considered as real people .but i'm a big fan of michel piccoli and irene papas , and i found their performances to be very stimulating--which is reason enough to see this art house film .	1
it's a hollywood blockbuster for those in need of escaping reality for two hours and should prove to be enjoyable for those who are willing to go with the flow of the action and suspend their critical judgment .s get resolved somehow , and even though the action sequences couldn't possibly be real , the great photography and beautiful vistas made the locations seem out of this world .it also looked like it could be a long commercial for beautiful yuppie adventurers who are shooting an ad for club med , or a national geographic tv special , or even one of those action thrillers that doesn't believe it needs good dialogue to tell its heroic fantasy story .	1
it dwells on the sadness found under all the attractive girls's smiling faces , leaving one with a lingering feeling of helplessness about their situation .adolescence is scrutinized by sofia coppola in a cinematically crafted manner , finely inspired by what we think we remember about that age when looking back at it , with the implication that the girls at that time knew more about the boys than the other way around .edward lachman's photography has a mesmerizing look to it , as he seems to have his camera covered with a filter to make the shots appear fuzzy , which complements a story that can't be completely put together because we don't know the answers as to why the girls' did what they did .	1
wormser ; cinematographer : bert glennon ; editor : thomas reilly ; cast : sterling hayden ( lt .one of the film's pleasures is in the offhand gestures it makes to sim's quirks .it has a fast-pace , a good eye for detail , and some vivid camera shots around los angeles , which made for a tough looking film .	1
a slight melodramatic story , but an efficiently made moral tale with noir overtures .this film does a good job of poking holes at that dream , showing underneath the surface all is not well .but the nightmare indicates more than that , as it indicates there is something troubling even the youngsters brought up in this so-called ideal environment .	1
it's a decidedly corny and manipulative coming-of-age film that never quite grabbed my attention , but it was sure pleasant enough in a surface way , telling an old-fashioned story that carefully skirts any controversy .in a formulaic scene using every ounce of its energy to tear at the viewer's heart , skip wakes up after a life-saving operation , as an immense relief comes over the face of willie .muniz made for an appealing youngster , skip stole every scene he was in , and the understated and elegant performances by both bacon and lane , gave the film some life .	1
it is a darkly violent film that fails to be dramatically engaging , but has its brief moments of edification as it satisfactorily points out how each side harmed innocent citizens in their fight and what ultimately the union victory meant for the country .but the film could not present a coherent plot , as it seemed to shrivel up as the story dragged on after its colorful battle scenes .though this is a technically correct and serious movie and tries to cover a controversial topic in an intelligent way , yet the presentation of the story didn't seem to always jell .	1
david lynch's lost highway , his first feature film after five years , is a surreal thriller with a puzzling plot , that asks a lot from the viewer , as far as accepting this far-fetched tale on face value .but it held my attention throughout and concludes with a roller-coast ride down a dark , desolate highway , with an ending that does little to give meaning to the puzzle .lynch then goes into exploiting his usual themes of violence , gore and dubious sexual situations and we also get to see arquette stroll around in her underwear , when she's not completely nude .	1
it is hard for me to believe that one of the world's greatest directors and one of my favorites , paul cox ( lonely hearts/my first wife/man of flowers/cactus/a woman's tale ) , made a film that was so saintly that it seemed to be without dramatic affect or chinks in its pious armor .it is a true story that tries not to flinch from the suffering it presents and from the altruistic virtues of the dedicated priest who is only interested in comforting those shunned by society because of leprosy .and as brilliant a study as this is , taking on such a difficult subject , this brilliance fails to amount to anything more than being a history lesson about hawaii and about those banished to die alone from that disease on an abandoned hawaiian island called molokai .	1
there's nothing new presented here : same old answers , same old film , but this one takes itself more serious because of the talented cast and the formulaic way this story was adapted from a simon moore work , which was scripted by stephen gaghan and directed with precision but in an uninspiring way by steven soderbergh .manolo succumbs to being bribed by the drug lords as he is overwhelmed by the money he sees passing hands and does something he would never have done , if not tempted .i don't know what could be said , other than this was a competently made film , the actors were forceful in their roles , with the plucky performance by the conflicted cop benicio del toro outshining the others , and for some comic relief , there was some amusing dialogue between cheadle and guzman .	1
its serial killer scenes are excessive , but they do allow for comedy to soften the blows and , also , since all the victims were not particularly nice people , watching them being mutilated was made more bearable .the last part , when back in the washington , dc area , is a total gross-out , that brings the film down to a mundane campy level , as bad taste takes over , making for a very sloppy and exploitive surprise ending .the nervous , icy but vulnerable persona that moore ably brought to her role , much like foster played it , keyed in on her fight with male authority figures who can't accept her because she's different than they are , more than with her mental chess game with lecter as in the original .	1
a slight melodramatic story , but an efficiently made moral tale with noir overtures .this film does a good job of poking holes at that dream , showing underneath the surface all is not well .but the nightmare indicates more than that , as it indicates there is something troubling even the youngsters brought up in this so-called ideal materialistic environment .	1
this theme has been done better many times before and in a superior way in such films as " shane ( 53 ) " and in clint's own " high plains drifter ( 72 ) . "this film adds little to the genre , except it is a visually stunning film as photographed by bruce surtees and clint's heroics are enjoyable to watch , as he unabashedly brings back many of the western's classic confrontational scenes , such as the showdown on main street and of the helpless man made to dance as the gunslingers fire away at his feet .they are a rough looking bunch of desperadoes , all wearing long dusters , giving the final shootout , a very recognizable western touch .	1
it was crisply directed and well acted , and its quick pace fitted nicely into the stylish way this b & w film was presented .	1
one character says of the farm , it is in such a remote spot , even the coyotes don't come here .deep valley " offers a dramatic look at how love can make one feel alive again .the film comes to a boil with its very moving conclusion , after a very slow start .	1
zhang yang's bittersweet dramatic comedy , " shower , " is meant to be a crowd pleaser .though , i thought , to make his point about the old and new china , he pulled out too many old contrived tricks out of the hat , from the bathhouse being torn down and replaced by a shopping mall , to a retarded brother stealing the film with his comical and good-natured appeal .but what interested me most about shower , is that it gave me a chance to observe everyday life in a country that has been closed to the west , and the film has done it in a most endearing way .	1
and , even though , he is told that the hamam is now out of fashion and the one he has inherited needs lots of repairs , he decides to remain and restore it to its traditional beauty .it was a strange emotional love affair that this film offers its protagonists -- a love affair with a city rather than with another .the film presents a lesson on the old and new cultures of both italy and turkey .	1
under richard fleischer's capable direction , the film does a marvelous job of capturing the realistic flavor of being around rodeo performers .but the love story is rather sappy , and the point about how dangerous the rodeo is , especially for those who get older and can't stop performing , seemed too melodramatic .nevertheless , the film thrived on the very good performances by gig young and the supporting cast , especially by harry morgan .	1
it plays more like a theatrical ghost story or a greek tragedy than a western .it's a film that revels in a dark brooding mystical flavor and of being a revisionist-type of a western rather than one of those traditional oaters .it should satisfy mostly those who are in need to see something different , something that is cultish and attuned to sam shephard's penchant for showing dysfunctional families .	1
this film even gets its title from the part in sullivan's travels when joel mccrea , playing a successful director , wants to stop doing comedy to make instead a serious socially conscious drama called `o brother , where art thou ? 'the film reaches its climactic moment , when they sing in disguise at a political rally and get recognized with a standing ovation by the audience as the soggy bottom boys .i was somewhat disappointed by this big mess of a film ( trying to depict the depression-era in the deep south as in the midst of great social changes due to anything from its music to the tva--with comedy being prescribed as a the cureall for everything ) .	1
it's a colorful adventure story of saloon brawls , romance , and corruption .the stellar cast of stars and noted supporting players keep the action rolling , as everyone seems just right for the parts they are playing .for comic moments , there is the dialogue between marlene and black maid marietta canty , who is yearning for a black dude to appear in the yukon .	1
this b-film also look stilted at times , but was able to go forward with a riveting story and overcome its shortcomings and lackluster special effects ( except for the thrilling walk through the wall ) .it seems that a year's worth of energy takes place in a second and gives scott this superpower .the crudest line of dialogue in this hokum sci-fier , is a question asked by meriwether to lansing : do you want to be remembered as a creator or a killer ?	1
it's a film filled with an assortment of colorful runyonesque characters from the underworld of crime , or illegal bare-knuckle boxing matches , or from the outcasts of society .the film is played mostly for the comedy and it throws everything it thinks is crazy into the comic mix , even a shaggy dog story .the rest of this heavily induced homage to musical video films , has a soundtrack that ranges from massive attack to oasis .	1
the filmmaker probably didn't feel confident enough with kensington's testimony in favor of insanity and had winston put on a show for the court to prove he was really nuts .the film for all its soft spots , still had a good but enigmatic performance from mitchum , whose motives for taking on the army bigwigs and putting a dent in his career are never made quite clear .the film was interesting enough in spots to hold my attention , but it defeated its own purpose by making general kempton so politically immoral and wynn so nutty , that the film's liberal message can only be viewed as a muddled one .	1
the problem with this supposedly true story about a genuine russian hero , was that the long middle part was bogged down by an unmoving love triangle and a lot of empty political rhethoric that slowed down the action and took away from the suspense of the two snipers matching wits with each other .the trouble with the film , is that it didn't work well for stretches that were too long , and the only performance i found interesting was ed harris's .if he stops believing in the marxist cause because a girl rejects him as is indicated in the film , then he has to be a more shallow character than the director intended him to be .	1
spanish actor javier bardem portrays arenas ( someone he closely resembles ) with great sexuality , perception and feeling , giving a virtuoso performance .julian schnabel has created an emotionally penetrating look at a man living with his alienation in a marginalized existence and using that bitter experience as a source of energy for his writing .this beautifully photographed film , which looks much like a series of paintings on canvas , might be too bleak for a general audience , but it paints a more realistic political view of castro's cuba than most of the recent films i have seen about this subject , and should be of special interests to those of all persuasions who care about freedom and the arts .	1
but the good news is , that there are laughs to be had , if you are willing to bite into the over-the-top performances , the unseamly sight gags , and absurd plot .heartbreakers " is a forgettable fluff film , that tries unsuccessfully to work its way to romance and also be a caper flick .it works best when showing off the boobs of weaver and hewitt , who are outfitted in dresses sluts would wear to walk the streets , as the film proudly relies on the old adage , that sex sells .	1
anthony mann is a master at directing these cheapie films and making them look stylish .if examined closely , there are many holes in the story , but what works very effectively is how the film shows that middle-class aspirations for the postwar period are tinged with cynicism .it's shown how there's a sense of brutality that fills the everyday american social scene .	1
the mystical theme of evil was never fully developed , but the film was well photographed and acted , and the story was very creepy .there were many odd touches that worked very well , that director freddie francis added to this original screenplay by jonathan rumbold & peter spenceley .there's also a surprise ending that fits in well with the film's theme of man's inhumanity .	1
at the 1998 cannes film festival , this taiwanese-french drama won a fipresci award , given by international critics .what i liked best about it were the half dozen musical numbers sung by grace chang , as the two tenants lip-synch and dance along to the tunes .the film would be interrupted by the fantasy scenes , where the dressed-up protagonists would go into their lively cabaret-like song and dance routine .	1
but it has many plot flaws and suffers from poor pacing and can best be perceived as a precursor to his much improved other 'framed innocent man pic , ' north by northwest .the film can be forgiven for its many patriotic speeches extolling the virtues of america , since there was a war taking place .hitch's first choices of gary cooper and barbara stanwyck would have made the film that much more charismatic , though cummings and lane were not that bad as much as they were colorless .	1
a funny spoof on hollywood , scripted by and starring steve martin . "he has given kit three rules to live by : " there are no aliens , " " there is no giant foot trying to squash me , " and " i feel like i might ignite , but probably i won't . "martin and murphy were never funnier , and the supporting cast adds just the right ingredients to the comedy presentation .	1
a good joel mccrea flick .it is suspenseful , entertaining , fast-paced , and tautly scripted by eric ambler from a novel by geoffrey household .	1
wade didn't see what happened and he doesn't know if he should believe jane , but he doesn't like her solution to the problem and the two of them show that they are cut from a different cloth .the film has the minimal amount of dialogue and holds our attention because the protagonist is a good guy , who ironically can only find freedom when he's in a real prison .the film's main flaw , is that it proves its point by wrapping things up with too nice of a pink bow tied around it .	1
this bizarre supernatural art-horror film is the first feature with all dialogue recorded in esperanto ( an artificial international language created in the 1800s so everyone in the world could speak in the same tongue ) .it's a gorgeously photographed b/w film by cinematographer conrad hall ; a spooky tale about murderous sea creatures .i found this b film engaging in an ingmar bergman way , but without the swedish director's ability to tell a better story .	1
it's a gritty cop movie when the two protagonists are inarticulate and are trying to form a relationship to ease their inner pain .unfortunately , when they do become articulate and mesh together , the film moves into the predictable formulaic mold and ends in a cornball way .but the film can almost be forgiven for its sore points in storytelling , because these two star performers bring something to the screen that is curiously arresting .	1
the film's poetic title can be explained as follows : that the sun always sets instead of rises during the day of an execution .the story was well told , but the acting left a lot to be desired .and all that religious stuff thrown in , about how god listens to you , was strictly cornball .	1
strange bargain ( director : will price ; screenwriters : from a story j .h .a well-conceived mystery b-film , but strictly second feature material .	1
on the island , we see them kiss and are not made aware if anything more intimate took place .this is a suggestive film , touching a tabu subject , but it handles it delicately with an unflinching directness .the current aids epidemic must be faced with humor and real knowledge , or else ignorance about it will cause more damage than good .	1
it is shot in a dull , shadowless manner and the performers seem to be lifeless except for milburn stone , who shines in a rare starring role for him .but it comes too late for anderson , who committed suicide just a little earlier .the plot was too convoluted to give the film credibility .	1
the energy and vitality of these musical scores and a host of bizarrely dressed supporting performers who fill the stage with song and dance , gives this film a comical circus flavoring , which manages to cover-up its clich ?the film has the feel in all its excesses of a ken russell type of musical crossed with any number of hollywood ones , even such an illustrious traditional one as " singing in the rain . "all the main characters played are the usual stock archetypes--nicole kidman was eye catching as the nightclub star and courtesan who is really a sweetie for a whore , but she was too physically big to be handled in a believable way by ewan mcgregor .	1
director claude chabrol has come up with a diverting thriller , that is well-crafted and features a magnificent performance by philippe noiret as christian legagneur .what was missing in this better-than-average thriller , was a sense of passion .everything seemed to be happening in a too matter-of-fact manner .	1
old-fashioned way , the ( director : william beaudine ; screenwriters : from a story by charles bogle [w .it's a different version from the silent screen one that bombed , as here fields is allowed to ad lib and do his thing .fields is in fine comic form here , even doing a ridiculous juggling act with a cigar-box .	1
he replaced the deceased warner oland , and plays chan in a more avuncular style .this film comes at the onset of ww 11 and therefore has a patriotic theme , which is well-crafted into the sabotage story so as not to seem misplaced storytelling . "the best part of this enjoyable whodunit , was that it was hard to guess who ryner was .	1
he was replaced in the film by wheeler oakman , who doesn't have much of a part .the story was a conventional hero against villain one , but the film had a certain splendor about it that elevated its melodramatics .	1
mildred pierce is a noir melodrama that served as a comeback film for waning star joan crawford , who was recently dumped by mgm .the film was nominated for 6 oscars , and joan won the best actress award .but this kid is so rotten and has such a vile mouth , that it's impossible to believe that her mother could still like her so much .	1
a thoughtless formula movie about street racers , that moves so fast from one scene to the next it could be geared for those who suffer from add ( attention defecit disorder ) ; it should give you a few jolts and cinematic thrills , but the price paid is that logic is the first thing thrown out of the car window .the theme of this summertime movie could be that there's little difference in morality between criminals and undercover cops , and that's probably giving the film too much credit for thinking about anything but the box office .the two women had badly underwritten parts , walker was forgettable in his role , and diesel was all high-octane energy , acting either angry or looking tough with his shaved head while constantly flexing his musles .	1
an atmospheric and most entertaining charlie chan episode .it was the longest charlie chan made at 79 minutes and it was the first one not based on an earl derr biggers book .this film was more a case of charlie chan in the english countryside than in london , but why quibble over a title when the story was so entertaining !	1
the film builds to its climax as mina's passion , onced opened up , can't be stopped .perhaps it was because georges was painted as a dull man whose strength was in his hands and in his decency , but who had no interest in fantasy .it seemed to crudely hammer out its point that adultery is a way of escaping a boring marriage , and it seemed more interested in wrapping up the film than in engaging the story with more life .	1
the acting was good , the suspects did a fine job of not letting on who was the guilty one , there was a good comedy routine between the wise guy sheriff and the wise man oriental sleuth , and the story was well-crafted .this was an above-average one in the series .	1
it starts off with some whistling and a monologue by the unseen whistler , just as it was done on radio : " i am the whistler .and i know many things , for i walk by night . "the result is an entertaining b film .	1
that this film is the anti-tourist look at him , one that shows his darker nature and of how jealous and maddening he could be about sex , is a credit to the direction it was aimed at .susan lynch is a bold and daring nora , with a quick uncouth wit and a sometimes long face which changes when she smiles and shows how earthy she can be .the problem with all the stylized intelligence the film brought , which is a fine achievement , is that it always appears strained and never carefree .	1
but he's much smoother than the bimbo girls and shows them his phony id card while smooth talking them .this is strictly an in-your-face film experience , as the director uribe keeps it at a sensual level and never probes for a possibly deeper story .what this does , is make it a film that was diverting because of the nuanced performances by g ?	1
the poverty row studio monogram pictures picked the series up for the remaining episodes and the quality diminished .the film has many plot twists and the usual chan setup for the mystery story to unfold .but the desert atmosphere of the 16th-century castle , the usual comic antics of number two son , and all the suspects moving cautiously around the dark corners of the castle , should please charlie chan fans and give them their usual thrills .	1
an above-average entry into the charlie chan series .this version is a remake of the 1931 fox release " charlie chan carries on , " a film that no longer exists .what made this chan adventure fun was that the many characters in it were easy to know , and it was a difficult case to solve .	1
japanese auteur , beat takeshi kitano ( sonatine/hana-bi ) , one of the more provocative living directors , continues to make unusual films that are difficult to categorize .the film feels very sentimental , but scenes change moods with the drop of hat and it's not that easy to predict what comes next even though it looks in many ways like one of those familiar road pics about a mismatched innocent kid and an adult who's rough on the exterior but really cares inside .the only thing that made sense to me in a positive way , was that they were both outsiders and the filmmaker is saying it will be tough for someone to make it in japanese society unless they are disciplined and pursue from an early age what they want .	1
but if the plot was silly , the fun in this charlie chan story was in watching number one son ( keye luke ) run around like a chicken without a head , seeing charlie overcome being shot in the leg and being kidnapped , and how the film captured the racetrack atmosphere .it makes for a satifactory but not an always well-developed mystery film .	1
this charlie chan episode lacked humor , as there was no number one son present .but despite being a bit dry , it applied the usual formula methods and proved to be entertaining .	1
there was no new ground broken , but it did hit a nerve as to what life in a housing project looks like .the film has a powerful opening , which sets the stage for its tragic tale .the triteness and predictability of the story prevents the film from traveling too far from the reality of the housing projects the filmmaker knows .	1
this is a very pleasant western drama about those who are very good opposing those who are rotten .it makes the most out of its human interest story , as the script by dan ullman slowly builds up to its climactic action scene .joel mccrea gives an outstanding performance as a moral person , who must do what is right even if it means placing himself in danger .	1
an entertaining mystery filmed from the back lot of mgm , though it convincingly looks like foggy london .the only thing that is found inside is a note in red chalk saying : pay or be seen no more !it was strictly lightweight fare , done in a breezy style , but it proved to be an enjoyable b-film .	1
it doesn't make too much political sense and it glorifies the nazi police force of berlin in a revolting manner , but it's a snappy film and quite entertaining .the disclosing of the one masterminding this scheme adds the final surprise to this film that is full of plot twists .	1
it's set on the lower east side of manhattan , with its abandoned buildings and shabby tenements , which gives it the look of a war-torn city .jarmusch is one of america's most talented independent directors , who continues to make original films .this is his humble beginning in films , and the result is a well-crafted technical accomplishment with flashes showing of his great ability to tell a story .	1
edward dmytryk was a victim of the hollywood blacklist , here he returns after a few years in exile to make a stanley kramer produced message drama shot in a realistic style .the film makes good use of the san francisco streets to tell its serial-killer psycho story .the film's message was not that well received , but the suspense of tracking down the nondescript psycho had a good touch to it .	1
sternberg gave this film a blend of realism , german expressionism and hollywood sentimentality .he always wanted to elevate feathers in stature and enjoyed doing it in a crass way , as he gave her jewelry as presents .that he could be generous as well as ruthless and had a laugh that could fill a room with his giant personality , made him a villain who was not one-dimensional .	1
the film ends with a long kiss between the japanese-american detective and the white artist , making a loud statement that it's fine that the heroine prefers someone of a different race .it's a satisfactory fuller work , that is lurid while also reflective of the racial divide in the country .in his gritty way , fuller hammers home the point of the need for racial tolerance and that there's urban alienation out there to deal with .	1
